date,time,cash_value,stock_value,options_value
2025-01-24,22:00:00,4552.87,8392.15,1564.57
2025-01-24,23:00:00,4559.35,8405.33,1548.52
2025-01-25,00:00:00,4556.63,8389.3,1570.37
2025-01-25,01:00:00,4548.36,8363.81,1605.16
2025-01-25,02:00:00,4537.26,8375.96,1602.86
2025-01-25,03:00:00,4548.94,8402.1,1566.56
2025-01-25,04:00:00,4547.92,8428.64,1542.13
2025-01-25,05:00:00,4553.17,8430.66,1535.11
2025-01-25,06:00:00,4558.64,8434.28,1525.06
2025-01-25,07:00:00,4556.07,8432.97,1527.89
2025-01-25,08:00:00,4565.3,8419.32,1533.73
2025-01-25,09:00:00,4556.63,8446.83,1514.87
2025-01-25,10:00:00,4568.73,8441.18,1511.27
2025-01-25,11:00:00,4575.49,8461.9,1483.82
2025-01-25,12:00:00,4577.77,8442.87,1500.93
2025-01-25,13:00:00,4567.69,8437.17,1517.7
2025-01-25,14:00:00,4566.16,8429.23,1530.7
2025-01-25,15:00:00,4554.93,8429.76,1543.0
2025-01-25,16:00:00,4565.83,8431.27,1532.67
2025-01-25,17:00:00,4552.44,8435.97,1542.94
2025-01-25,18:00:00,4560.74,8411.13,1560.81
2025-01-25,19:00:00,4575.55,8436.52,1522.11
2025-01-25,20:00:00,4572.87,8417.27,1545.58
2025-01-25,21:00:00,4563.31,8422.4,1549.3
2025-01-25,22:00:00,4568.76,8437.23,1529.53
2025-01-25,23:00:00,4566.54,8420.94,1548.59
2025-01-26,00:00:00,4576.04,8414.97,1545.04
2025-01-26,01:00:00,4570.05,8400.06,1563.62
2025-01-26,02:00:00,4572.76,8403.79,1556.85
2025-01-26,03:00:00,4563.06,8383.34,1586.07
2025-01-26,04:00:00,4566.29,8391.62,1576.0
2025-01-26,05:00:00,4552.39,8386.26,1597.1
2025-01-26,06:00:00,4563.55,8402.07,1570.34
2025-01-26,07:00:00,4560.04,8400.08,1574.6
2025-01-26,08:00:00,4567.44,8410.04,1556.31
2025-01-26,09:00:00,4562.61,8403.7,1566.97
2025-01-26,10:00:00,4548.39,8392.63,1590.37
2025-01-26,11:00:00,4547.31,8370.74,1615.58
2025-01-26,12:00:00,4559.17,8346.72,1627.96
2025-01-26,13:00:00,4562.63,8373.28,1598.55
2025-01-26,14:00:00,4575.25,8348.01,1613.63
2025-01-26,15:00:00,4569.84,8345.65,1620.64
2025-01-26,16:00:00,4560.17,8372.74,1604.0
2025-01-26,17:00:00,4560.03,8347.62,1630.43
2025-01-26,18:00:00,4560.6,8359.99,1617.93
2025-01-26,19:00:00,4553.77,8386.47,1597.13
2025-01-26,20:00:00,4552.28,8358.5,1628.19
2025-01-26,21:00:00,4551.84,8376.86,1608.12
2025-01-26,22:00:00,4538.03,8398.56,1602.41
2025-01-26,23:00:00,4538.39,8386.16,1612.23
2025-01-27,00:00:00,4551.23,8381.45,1604.52
2025-01-27,01:00:00,4540.55,8364.07,1631.06
2025-01-27,02:00:00,4535.09,8345.85,1654.51
2025-01-27,03:00:00,4536.96,8328.7,1670.96
2025-01-27,04:00:00,4548.87,8343.47,1645.5
2025-01-27,05:00:00,4562.21,8332.56,1641.39
2025-01-27,06:00:00,4567.88,8346.34,1620.32
2025-01-27,07:00:00,4581.35,8319.25,1634.68
2025-01-27,08:00:00,4570.96,8329.94,1637.07
2025-01-27,09:00:00,4565.1,8306.31,1666.33
2025-01-27,10:00:00,4564.03,8286.32,1689.77
2025-01-27,11:00:00,4551.89,8269.27,1717.56
2025-01-27,12:00:00,4554.64,8244.87,1737.95
2025-01-27,13:00:00,4544.65,8232.98,1761.58
2025-01-27,14:00:00,4544.3,8226.79,1770.07
2025-01-27,15:00:00,4548.8,8207.27,1784.85
2025-01-27,16:00:00,4550.03,8229.87,1760.2
2025-01-27,17:00:00,4555.57,8249.31,1732.92
2025-01-27,18:00:00,4554.67,8234.2,1746.66
2025-01-27,19:00:00,4558.45,8238.98,1737.08
2025-01-27,20:00:00,4570.57,8219.73,1744.26
2025-01-27,21:00:00,4561.09,8201.27,1771.69
2025-01-27,22:00:00,4548.64,8217.89,1766.22
2025-01-27,23:00:00,4561.11,8210.78,1761.43
2025-01-28,00:00:00,4571.5,8223.34,1740.34
2025-01-28,01:00:00,4559.97,8223.5,1754.3
2025-01-28,02:00:00,4555.51,8197.95,1781.64
2025-01-28,03:00:00,4542.9,8183.61,1806.91
2025-01-28,04:00:00,4537.69,8167.88,1825.72
2025-01-28,05:00:00,4550.15,8161.74,1818.82
2025-01-28,06:00:00,4545.22,8174.26,1813.95
2025-01-28,07:00:00,4558.01,8166.65,1808.88
2025-01-28,08:00:00,4564.93,8155.87,1814.7
2025-01-28,09:00:00,4551.35,8172.36,1810.52
2025-01-28,10:00:00,4555.84,8150.07,1826.9
2025-01-28,11:00:00,4558.64,8170.31,1801.99
2025-01-28,12:00:00,4563.15,8168.12,1798.0
2025-01-28,13:00:00,4569.82,8185.88,1776.5
2025-01-28,14:00:00,4581.32,8201.06,1751.43
2025-01-28,15:00:00,4589.66,8178.17,1764.93
2025-01-28,16:00:00,4601.12,8180.62,1752.11
2025-01-28,17:00:00,4614.86,8167.44,1749.49
2025-01-28,18:00:00,4613.82,8180.79,1736.32
2025-01-28,19:00:00,4623.3,8153.22,1755.54
2025-01-28,20:00:00,4630.25,8136.84,1765.52
2025-01-28,21:00:00,4638.17,8156.03,1739.36
2025-01-28,22:00:00,4628.39,8157.03,1745.83
2025-01-28,23:00:00,4630.61,8176.22,1724.38
2025-01-29,00:00:00,4620.13,8202.38,1706.71
2025-01-29,01:00:00,4617.48,8211.18,1702.17
2025-01-29,02:00:00,4615.1,8198.08,1720.9
2025-01-29,03:00:00,4606.07,8200.39,1729.37
2025-01-29,04:00:00,4611.66,8188.33,1738.37
2025-01-29,05:00:00,4601.94,8184.95,1754.01
2025-01-29,06:00:00,4615.96,8167.04,1756.34
2025-01-29,07:00:00,4621.41,8164.44,1756.13
2025-01-29,08:00:00,4621.91,8185.55,1732.61
2025-01-29,09:00:00,4618.88,8159.62,1764.01
2025-01-29,10:00:00,4622.6,8145.77,1771.95
2025-01-29,11:00:00,4622.0,8155.12,1766.56
2025-01-29,12:00:00,4607.08,8130.37,1804.92
2025-01-29,13:00:00,4593.95,8137.35,1813.72
2025-01-29,14:00:00,4592.76,8159.51,1794.03
2025-01-29,15:00:00,4588.1,8156.76,1801.45
2025-01-29,16:00:00,4576.55,8180.41,1792.66
2025-01-29,17:00:00,4583.73,8179.13,1786.8
2025-01-29,18:00:00,4581.63,8201.03,1766.79
2025-01-29,19:00:00,4572.59,8189.32,1789.55
2025-01-29,20:00:00,4579.52,8198.13,1774.12
2025-01-29,21:00:00,4565.46,8225.85,1761.61
2025-01-29,22:00:00,4555.03,8222.13,1776.27
2025-01-29,23:00:00,4562.44,8243.74,1746.14
2025-01-30,00:00:00,4551.06,8221.99,1780.16
2025-01-30,01:00:00,4542.57,8230.46,1781.76
2025-01-30,02:00:00,4534.9,8206.72,1814.81
2025-01-30,03:00:00,4535.16,8178.31,1844.11
2025-01-30,04:00:00,4541.14,8152.12,1864.47
2025-01-30,05:00:00,4549.39,8126.56,1884.28
2025-01-30,06:00:00,4560.46,8125.36,1874.21
2025-01-30,07:00:00,4551.44,8152.45,1854.21
2025-01-30,08:00:00,4538.72,8123.41,1895.4
2025-01-30,09:00:00,4531.44,8098.05,1928.89
2025-01-30,10:00:00,4522.43,8093.23,1942.21
2025-01-30,11:00:00,4520.08,8120.12,1915.77
2025-01-30,12:00:00,4517.79,8099.24,1941.5
2025-01-30,13:00:00,4530.25,8076.38,1950.36
2025-01-30,14:00:00,4542.47,8088.9,1928.67
2025-01-30,15:00:00,4549.85,8065.87,1943.46
2025-01-30,16:00:00,4562.05,8055.11,1942.44
2025-01-30,17:00:00,4556.91,8081.4,1920.8
2025-01-30,18:00:00,4568.45,8084.74,1907.62
2025-01-30,19:00:00,4561.63,8100.49,1899.94
2025-01-30,20:00:00,4558.94,8104.49,1896.35
2025-01-30,21:00:00,4564.05,8126.64,1867.28
2025-01-30,22:00:00,4553.05,8136.47,1868.29
2025-01-30,23:00:00,4559.94,8120.15,1878.97
2025-01-31,00:00:00,4562.25,8092.3,1903.59
2025-01-31,01:00:00,4563.87,8068.86,1925.09
2025-01-31,02:00:00,4562.71,8089.87,1908.08
2025-01-31,03:00:00,4567.7,8097.75,1895.99
2025-01-31,04:00:00,4559.02,8113.9,1890.69
2025-01-31,05:00:00,4561.49,8138.2,1863.87
2025-01-31,06:00:00,4549.27,8163.29,1852.8
2025-01-31,07:00:00,4556.07,8150.13,1858.96
2025-01-31,08:00:00,4570.58,8171.66,1825.32
2025-01-31,09:00:00,4556.72,8172.56,1840.5
2025-01-31,10:00:00,4547.02,8159.54,1866.63
2025-01-31,11:00:00,4534.16,8170.27,1869.39
2025-01-31,12:00:00,4528.04,8180.86,1864.83
2025-01-31,13:00:00,4519.71,8208.44,1845.58
2025-01-31,14:00:00,4510.79,8202.21,1859.74
2025-01-31,15:00:00,4525.96,8192.49,1856.3
2025-01-31,16:00:00,4515.44,8213.65,1844.55
2025-01-31,17:00:00,4526.16,8240.56,1805.72
2025-01-31,18:00:00,4538.94,8211.41,1821.96
2025-01-31,19:00:00,4536.47,8237.88,1799.59
2025-01-31,20:00:00,4541.43,8251.57,1779.54
2025-01-31,21:00:00,4553.49,8257.88,1760.67
2025-01-31,22:00:00,4555.57,8258.14,1756.99
2025-01-31,23:00:00,4567.82,8270.25,1732.09
2025-02-01,00:00:00,4556.56,8244.69,1767.23
2025-02-01,01:00:00,4568.78,8257.3,1741.43
2025-02-01,02:00:00,4555.81,8254.08,1759.95
2025-02-01,03:00:00,4555.66,8230.07,1787.08
2025-02-01,04:00:00,4556.42,8208.1,1809.59
2025-02-01,05:00:00,4553.09,8213.22,1809.76
2025-02-01,06:00:00,4560.11,8239.09,1775.38
2025-02-01,07:00:00,4548.98,8236.37,1790.68
2025-02-01,08:00:00,4544.71,8226.22,1803.04
2025-02-01,09:00:00,4539.19,8210.52,1824.77
2025-02-01,10:00:00,4547.71,8193.01,1832.02
2025-02-01,11:00:00,4538.47,8180.47,1852.01
2025-02-01,12:00:00,4543.82,8179.31,1849.39
2025-02-01,13:00:00,4530.51,8188.18,1851.53
2025-02-01,14:00:00,4543.27,8185.76,1841.71
2025-02-01,15:00:00,4552.57,8185.63,1833.52
2025-02-01,16:00:00,4561.87,8171.11,1839.31
2025-02-01,17:00:00,4558.93,8170.15,1845.61
2025-02-01,18:00:00,4567.08,8186.34,1823.72
2025-02-01,19:00:00,4574.16,8196.59,1809.22
2025-02-01,20:00:00,4573.35,8170.89,1836.28
2025-02-01,21:00:00,4576.15,8194.38,1809.86
2025-02-01,22:00:00,4586.25,8198.83,1797.71
2025-02-01,23:00:00,4585.44,8219.37,1777.79
2025-02-02,00:00:00,4579.68,8217.13,1788.62
2025-02-02,01:00:00,4583.79,8218.76,1785.48
2025-02-02,02:00:00,4588.26,8247.03,1754.78
2025-02-02,03:00:00,4582.75,8274.53,1731.19
2025-02-02,04:00:00,4586.29,8282.7,1721.73
2025-02-02,05:00:00,4599.12,8270.21,1723.97
2025-02-02,06:00:00,4592.53,8245.42,1757.14
2025-02-02,07:00:00,4586.47,8220.59,1790.44
2025-02-02,08:00:00,4581.77,8203.91,1815.13
2025-02-02,09:00:00,4567.39,8187.98,1843.56
2025-02-02,10:00:00,4582.83,8218.36,1801.33
2025-02-02,11:00:00,4574.52,8209.35,1822.36
2025-02-02,12:00:00,4565.55,8205.91,1836.7
2025-02-02,13:00:00,4560.47,8234.13,1816.26
2025-02-02,14:00:00,4571.81,8253.69,1785.23
2025-02-02,15:00:00,4576.55,8266.08,1768.61
2025-02-02,16:00:00,4580.0,8240.72,1793.02
2025-02-02,17:00:00,4584.44,8215.49,1815.52
2025-02-02,18:00:00,4591.25,8244.32,1781.97
2025-02-02,19:00:00,4591.2,8221.37,1805.63
2025-02-02,20:00:00,4586.56,8222.08,1812.67
2025-02-02,21:00:00,4593.65,8192.76,1833.44
2025-02-02,22:00:00,4591.44,8222.24,1808.63
2025-02-02,23:00:00,4592.66,8223.08,1807.78
2025-02-03,00:00:00,4581.27,8208.41,1833.88
2025-02-03,01:00:00,4572.86,8221.62,1828.84
2025-02-03,02:00:00,4582.21,8232.54,1807.19
2025-02-03,03:00:00,4569.15,8211.32,1840.79
2025-02-03,04:00:00,4560.48,8237.72,1822.66
2025-02-03,05:00:00,4565.78,8262.15,1796.2
2025-02-03,06:00:00,4574.27,8288.76,1762.71
2025-02-03,07:00:00,4562.23,8264.27,1799.62
2025-02-03,08:00:00,4550.11,8280.53,1798.67
2025-02-03,09:00:00,4551.06,8275.53,1802.14
2025-02-03,10:00:00,4558.38,8276.98,1791.62
2025-02-03,11:00:00,4550.65,8275.75,1801.42
2025-02-03,12:00:00,4557.27,8294.65,1776.1
2025-02-03,13:00:00,4564.2,8306.13,1756.91
2025-02-03,14:00:00,4558.26,8297.77,1773.91
2025-02-03,15:00:00,4544.84,8283.71,1804.4
2025-02-03,16:00:00,4549.76,8285.58,1800.4
2025-02-03,17:00:00,4551.36,8256.15,1826.42
2025-02-03,18:00:00,4538.24,8280.58,1813.64
2025-02-03,19:00:00,4546.37,8279.15,1809.19
2025-02-03,20:00:00,4548.79,8304.58,1783.87
2025-02-03,21:00:00,4548.4,8280.97,1808.51
2025-02-03,22:00:00,4542.49,8292.44,1803.84
2025-02-03,23:00:00,4538.78,8277.71,1821.01
2025-02-04,00:00:00,4525.57,8258.22,1851.91
2025-02-04,01:00:00,4532.9,8267.15,1838.11
2025-02-04,02:00:00,4534.81,8266.43,1834.71
2025-02-04,03:00:00,4531.1,8289.54,1817.51
2025-02-04,04:00:00,4521.91,8281.36,1836.13
2025-02-04,05:00:00,4508.06,8285.32,1843.95
2025-02-04,06:00:00,4495.09,8294.53,1848.04
2025-02-04,07:00:00,4495.5,8320.67,1820.14
2025-02-04,08:00:00,4496.61,8341.92,1796.09
2025-02-04,09:00:00,4502.01,8324.45,1808.58
2025-02-04,10:00:00,4493.37,8313.35,1830.73
2025-02-04,11:00:00,4499.03,8311.52,1825.8
2025-02-04,12:00:00,4502.78,8310.41,1821.99
2025-02-04,13:00:00,4495.6,8319.04,1822.71
2025-02-04,14:00:00,4490.69,8295.3,1852.77
2025-02-04,15:00:00,4489.35,8290.0,1856.88
2025-02-04,16:00:00,4490.77,8261.68,1884.49
2025-02-04,17:00:00,4494.14,8282.42,1859.96
2025-02-04,18:00:00,4502.19,8275.77,1861.29
2025-02-04,19:00:00,4505.25,8249.81,1881.5
2025-02-04,20:00:00,4510.23,8245.04,1880.32
2025-02-04,21:00:00,4504.0,8272.44,1857.55
2025-02-04,22:00:00,4510.32,8298.76,1823.06
2025-02-04,23:00:00,4518.81,8300.53,1813.76
2025-02-05,00:00:00,4506.05,8324.98,1801.75
2025-02-05,01:00:00,4496.19,8352.43,1782.0
2025-02-05,02:00:00,4505.78,8350.36,1772.97
2025-02-05,03:00:00,4494.27,8345.1,1792.56
2025-02-05,04:00:00,4506.63,8369.72,1754.66
2025-02-05,05:00:00,4501.12,8342.77,1790.69
2025-02-05,06:00:00,4499.92,8324.89,1811.17
2025-02-05,07:00:00,4500.59,8326.99,1811.83
2025-02-05,08:00:00,4493.48,8330.99,1817.01
2025-02-05,09:00:00,4492.43,8347.67,1800.2
2025-02-05,10:00:00,4481.71,8359.21,1802.29
2025-02-05,11:00:00,4492.47,8338.15,1813.05
2025-02-05,12:00:00,4481.82,8343.16,1820.63
2025-02-05,13:00:00,4485.72,8336.66,1826.29
2025-02-05,14:00:00,4487.03,8325.46,1835.65
2025-02-05,15:00:00,4478.77,8332.15,1835.27
2025-02-05,16:00:00,4475.38,8314.71,1858.49
2025-02-05,17:00:00,4466.22,8299.61,1883.01
2025-02-05,18:00:00,4474.35,8286.78,1885.72
2025-02-05,19:00:00,4466.77,8281.24,1901.45
2025-02-05,20:00:00,4471.08,8270.36,1909.42
2025-02-05,21:00:00,4480.75,8281.25,1888.77
2025-02-05,22:00:00,4489.84,8259.86,1900.93
2025-02-05,23:00:00,4494.13,8247.35,1910.6
2025-02-06,00:00:00,4499.48,8247.79,1905.27
2025-02-06,01:00:00,4508.0,8222.19,1920.29
2025-02-06,02:00:00,4518.02,8210.65,1921.0
2025-02-06,03:00:00,4520.01,8223.36,1904.68
2025-02-06,04:00:00,4527.94,8200.27,1918.79
2025-02-06,05:00:00,4516.38,8180.18,1952.37
2025-02-06,06:00:00,4502.96,8158.99,1988.4
2025-02-06,07:00:00,4511.98,8142.09,1999.24
2025-02-06,08:00:00,4498.25,8122.97,2033.47
2025-02-06,09:00:00,4510.73,8146.26,1996.1
2025-02-06,10:00:00,4502.95,8128.82,2023.83
2025-02-06,11:00:00,4494.34,8104.97,2055.34
2025-02-06,12:00:00,4501.9,8126.04,2025.66
2025-02-06,13:00:00,4513.97,8125.18,2016.33
2025-02-06,14:00:00,4516.34,8113.63,2026.56
2025-02-06,15:00:00,4529.9,8125.79,2000.82
2025-02-06,16:00:00,4514.71,8150.17,1989.18
2025-02-06,17:00:00,4503.26,8144.88,2008.94
2025-02-06,18:00:00,4506.68,8150.58,1998.54
2025-02-06,19:00:00,4520.86,8153.98,1983.37
2025-02-06,20:00:00,4528.27,8180.4,1948.11
2025-02-06,21:00:00,4514.43,8193.02,1947.56
2025-02-06,22:00:00,4528.97,8167.29,1959.78
2025-02-06,23:00:00,4526.61,8169.84,1960.7
2025-02-07,00:00:00,4514.96,8173.47,1967.24
2025-02-07,01:00:00,4527.53,8198.95,1932.55
2025-02-07,02:00:00,4516.91,8174.22,1968.22
2025-02-07,03:00:00,4514.69,8173.39,1974.77
2025-02-07,04:00:00,4503.97,8170.98,1990.46
2025-02-07,05:00:00,4504.18,8171.0,1990.21
2025-02-07,06:00:00,4509.12,8147.67,2011.64
2025-02-07,07:00:00,4499.11,8170.75,1999.01
2025-02-07,08:00:00,4499.79,8177.89,1992.49
2025-02-07,09:00:00,4487.57,8181.9,2002.65
2025-02-07,10:00:00,4499.14,8178.14,1995.55
2025-02-07,11:00:00,4506.33,8180.01,1988.6
2025-02-07,12:00:00,4502.45,8182.68,1988.76
2025-02-07,13:00:00,4491.52,8168.07,2016.81
2025-02-07,14:00:00,4502.75,8138.6,2032.79
2025-02-07,15:00:00,4515.46,8126.08,2031.36
2025-02-07,16:00:00,4510.17,8132.01,2030.45
2025-02-07,17:00:00,4521.71,8116.64,2033.78
2025-02-07,18:00:00,4515.22,8137.73,2018.54
2025-02-07,19:00:00,4514.79,8113.14,2044.35
2025-02-07,20:00:00,4526.92,8129.9,2014.55
2025-02-07,21:00:00,4537.21,8106.33,2030.38
2025-02-07,22:00:00,4541.24,8115.4,2015.94
2025-02-07,23:00:00,4532.97,8118.77,2022.21
2025-02-08,00:00:00,4529.65,8129.83,2015.47
2025-02-08,01:00:00,4522.2,8145.83,2005.1
2025-02-08,02:00:00,4522.09,8137.09,2011.36
2025-02-08,03:00:00,4515.36,8112.03,2041.16
2025-02-08,04:00:00,4508.59,8095.96,2066.16
2025-02-08,05:00:00,4522.31,8119.56,2031.57
2025-02-08,06:00:00,4513.52,8134.39,2027.32
2025-02-08,07:00:00,4501.54,8143.66,2030.59
2025-02-08,08:00:00,4507.2,8128.41,2041.54
2025-02-08,09:00:00,4517.24,8113.2,2047.13
2025-02-08,10:00:00,4513.92,8132.36,2030.28
2025-02-08,11:00:00,4500.82,8153.65,2020.93
2025-02-08,12:00:00,4513.45,8149.99,2013.51
2025-02-08,13:00:00,4505.09,8129.05,2040.13
2025-02-08,14:00:00,4500.91,8151.27,2023.95
2025-02-08,15:00:00,4500.62,8126.92,2051.28
2025-02-08,16:00:00,4491.12,8116.06,2070.6
2025-02-08,17:00:00,4482.12,8133.62,2062.02
2025-02-08,18:00:00,4476.98,8107.44,2092.67
2025-02-08,19:00:00,4466.56,8127.05,2082.96
2025-02-08,20:00:00,4481.96,8152.09,2045.37
2025-02-08,21:00:00,4473.43,8176.25,2030.41
2025-02-08,22:00:00,4469.07,8189.05,2020.02
2025-02-08,23:00:00,4480.45,8216.66,1981.34
2025-02-09,00:00:00,4485.09,8238.03,1955.79
2025-02-09,01:00:00,4481.81,8263.8,1936.12
2025-02-09,02:00:00,4484.13,8258.6,1938.83
2025-02-09,03:00:00,4485.08,8260.47,1938.94
2025-02-09,04:00:00,4493.88,8252.48,1939.94
2025-02-09,05:00:00,4498.75,8268.52,1921.48
2025-02-09,06:00:00,4484.53,8289.97,1913.25
2025-02-09,07:00:00,4495.32,8273.82,1917.24
2025-02-09,08:00:00,4506.96,8291.87,1887.34
2025-02-09,09:00:00,4504.1,8278.12,1902.34
2025-02-09,10:00:00,4510.72,8261.32,1912.89
2025-02-09,11:00:00,4498.99,8248.12,1938.51
2025-02-09,12:00:00,4494.24,8263.28,1926.4
2025-02-09,13:00:00,4502.68,8268.32,1914.54
2025-02-09,14:00:00,4503.39,8297.71,1886.03
2025-02-09,15:00:00,4514.5,8312.71,1858.92
2025-02-09,16:00:00,4521.74,8334.36,1827.51
2025-02-09,17:00:00,4515.3,8359.73,1808.32
2025-02-09,18:00:00,4522.25,8388.74,1773.7
2025-02-09,19:00:00,4525.24,8413.51,1748.07
2025-02-09,20:00:00,4525.09,8436.76,1724.12
2025-02-09,21:00:00,4521.8,8440.08,1726.7
2025-02-09,22:00:00,4521.71,8417.16,1748.43
2025-02-09,23:00:00,4536.09,8436.01,1717.42
2025-02-10,00:00:00,4523.31,8409.12,1757.76
2025-02-10,01:00:00,4516.74,8437.44,1736.84
2025-02-10,02:00:00,4520.53,8416.97,1756.66
2025-02-10,03:00:00,4522.89,8434.68,1739.57
2025-02-10,04:00:00,4536.0,8458.46,1705.19
2025-02-10,05:00:00,4521.48,8436.36,1741.33
2025-02-10,06:00:00,4508.66,8423.95,1769.66
2025-02-10,07:00:00,4505.04,8413.48,1782.95
2025-02-10,08:00:00,4511.62,8433.06,1755.78
2025-02-10,09:00:00,4498.34,8414.61,1788.89
2025-02-10,10:00:00,4510.3,8397.28,1796.21
2025-02-10,11:00:00,4516.6,8408.07,1781.43
2025-02-10,12:00:00,4509.23,8423.92,1773.32
2025-02-10,13:00:00,4518.62,8422.07,1767.35
2025-02-10,14:00:00,4528.34,8414.46,1764.18
2025-02-10,15:00:00,4529.48,8404.0,1775.9
2025-02-10,16:00:00,4540.18,8413.68,1753.35
2025-02-10,17:00:00,4527.55,8435.07,1742.79
2025-02-10,18:00:00,4518.17,8450.3,1736.04
2025-02-10,19:00:00,4508.32,8448.18,1747.42
2025-02-10,20:00:00,4514.74,8458.4,1731.92
2025-02-10,21:00:00,4525.34,8436.12,1741.57
2025-02-10,22:00:00,4538.39,8457.18,1709.63
2025-02-10,23:00:00,4526.98,8461.32,1716.0
2025-02-11,00:00:00,4516.37,8478.57,1710.0
2025-02-11,01:00:00,4520.52,8453.35,1732.67
2025-02-11,02:00:00,4514.94,8427.82,1764.35
2025-02-11,03:00:00,4513.7,8433.88,1761.6
2025-02-11,04:00:00,4518.34,8417.69,1771.68
2025-02-11,05:00:00,4515.51,8401.92,1789.43
2025-02-11,06:00:00,4513.54,8410.52,1785.85
2025-02-11,07:00:00,4512.97,8386.44,1813.67
2025-02-11,08:00:00,4501.9,8393.95,1817.23
2025-02-11,09:00:00,4505.97,8400.59,1809.32
2025-02-11,10:00:00,4507.12,8410.73,1797.98
2025-02-11,11:00:00,4515.18,8400.18,1799.87
2025-02-11,12:00:00,4514.38,8394.38,1809.99
2025-02-11,13:00:00,4525.23,8399.41,1797.58
2025-02-11,14:00:00,4534.59,8389.66,1800.03
2025-02-11,15:00:00,4539.57,8370.53,1814.08
2025-02-11,16:00:00,4538.12,8380.58,1807.17
2025-02-11,17:00:00,4544.25,8407.27,1772.47
2025-02-11,18:00:00,4550.59,8424.41,1748.31
2025-02-11,19:00:00,4545.4,8416.54,1764.25
2025-02-11,20:00:00,4534.45,8411.03,1780.45
2025-02-11,21:00:00,4538.81,8427.01,1761.23
2025-02-11,22:00:00,4538.78,8424.03,1763.9
2025-02-11,23:00:00,4550.33,8421.22,1755.34
2025-02-12,00:00:00,4558.2,8450.61,1720.39
2025-02-12,01:00:00,4555.67,8478.09,1693.15
2025-02-12,02:00:00,4546.76,8453.47,1728.61
2025-02-12,03:00:00,4538.91,8452.5,1737.71
2025-02-12,04:00:00,4549.99,8467.27,1709.26
2025-02-12,05:00:00,4547.0,8474.84,1704.82
2025-02-12,06:00:00,4537.09,8444.24,1742.97
2025-02-12,07:00:00,4534.69,8467.44,1723.37
2025-02-12,08:00:00,4522.31,8472.39,1731.71
2025-02-12,09:00:00,4524.76,8463.9,1736.65
2025-02-12,10:00:00,4515.25,8435.83,1775.07
2025-02-12,11:00:00,4504.4,8443.61,1780.02
2025-02-12,12:00:00,4506.05,8425.68,1794.09
2025-02-12,13:00:00,4495.13,8403.77,1829.46
2025-02-12,14:00:00,4504.4,8402.31,1824.86
2025-02-12,15:00:00,4495.92,8407.43,1828.8
2025-02-12,16:00:00,4509.33,8424.61,1798.33
2025-02-12,17:00:00,4517.35,8416.47,1797.85
2025-02-12,18:00:00,4506.27,8436.0,1788.11
2025-02-12,19:00:00,4493.91,8435.03,1802.87
2025-02-12,20:00:00,4489.08,8425.39,1818.25
2025-02-12,21:00:00,4500.7,8437.94,1795.96
2025-02-12,22:00:00,4494.55,8445.65,1794.13
2025-02-12,23:00:00,4486.87,8442.8,1803.65
2025-02-13,00:00:00,4476.19,8417.23,1838.38
2025-02-13,01:00:00,4461.35,8387.21,1882.25
2025-02-13,02:00:00,4450.12,8417.4,1864.56
2025-02-13,03:00:00,4461.64,8405.48,1864.68
2025-02-13,04:00:00,4450.03,8395.23,1889.47
2025-02-13,05:00:00,4441.57,8388.09,1906.18
2025-02-13,06:00:00,4427.63,8362.99,1945.5
2025-02-13,07:00:00,4440.48,8380.19,1916.15
2025-02-13,08:00:00,4434.3,8354.43,1951.65
2025-02-13,09:00:00,4439.29,8359.3,1942.91
2025-02-13,10:00:00,4444.93,8368.64,1926.79
2025-02-13,11:00:00,4440.22,8385.11,1917.4
2025-02-13,12:00:00,4431.09,8366.51,1943.2
2025-02-13,13:00:00,4426.87,8369.23,1945.62
2025-02-13,14:00:00,4431.44,8370.68,1938.48
2025-02-13,15:00:00,4427.47,8366.8,1944.3
2025-02-13,16:00:00,4434.13,8355.14,1947.72
2025-02-13,17:00:00,4424.46,8363.47,1948.51
2025-02-13,18:00:00,4433.85,8377.9,1925.53
2025-02-13,19:00:00,4418.83,8403.43,1913.02
2025-02-13,20:00:00,4412.55,8403.36,1922.24
2025-02-13,21:00:00,4427.11,8430.08,1880.45
2025-02-13,22:00:00,4424.29,8429.59,1886.78
2025-02-13,23:00:00,4438.03,8433.91,1867.71
2025-02-14,00:00:00,4447.07,8434.93,1855.71
2025-02-14,01:00:00,4433.54,8409.3,1895.45
2025-02-14,02:00:00,4430.54,8393.06,1917.27
2025-02-14,03:00:00,4422.11,8368.44,1948.59
2025-02-14,04:00:00,4430.36,8357.69,1953.56
2025-02-14,05:00:00,4431.63,8371.59,1937.22
2025-02-14,06:00:00,4440.94,8356.53,1945.74
2025-02-14,07:00:00,4436.02,8350.57,1958.64
2025-02-14,08:00:00,4424.92,8352.03,1967.41
2025-02-14,09:00:00,4422.95,8370.31,1949.5
2025-02-14,10:00:00,4437.76,8361.7,1945.87
2025-02-14,11:00:00,4427.24,8391.74,1929.64
2025-02-14,12:00:00,4435.63,8420.66,1894.25
2025-02-14,13:00:00,4430.4,8422.6,1898.72
2025-02-14,14:00:00,4441.45,8416.74,1896.21
2025-02-14,15:00:00,4437.51,8436.21,1882.69
2025-02-14,16:00:00,4440.98,8451.44,1867.34
